cbg_norm,sampling_bias,abs_sampling_bias,representation_ratio_final,abs_bias_rank_pct
360810427002,-0.0077539463858362,0.0077539463858362,0.8042553940541857,0.8335150854234824
360810432001,-0.0006507706613772,0.0006507706613772,0.9607498506306594,0.09760087241003272
360810434001,0.0001208899927336,0.0001208899927336,1.0056268779087048,0.017993456924754635
360810439001,-0.0007595977366574,0.0007595977366574,0.9663119160205248,0.11323155216284987
360810439002,-0.0056881506591646,0.0056881506591646,0.8034589259290517,0.6948382406397674
360810440001,0.0063211455454548,0.0063211455454548,1.5903894821298343,0.7439113049800072
360810440002,-0.0025168700703428,0.0025168700703428,0.8415352948116919,0.36277717193747727
360810446011,0.0019645885933503,0.0019645885933503,1.1019268673082487,0.292075608869502
360810446021,-0.0064807007868317,0.0064807007868317,0.7946857457475124,0.7544529262086515
360810446022,-0.0011330091015049,0.0011330091015049,0.9558587530866474,0.17102871683024354
360810448001,-0.0045404555932625,0.0045404555932625,0.8146591502536434,0.593965830607052
360810448002,-0.0043395249005242,0.0043395249005242,0.5744972135948387,0.5736095965103599
360810450002,-0.0019841526629904,0.0019841526629904,0.8491480462509293,0.2940748818611414
360050423003,-0.0071370855307404,0.0071370855307404,0.6321940352327035,0.7975281715739732
360050228003,-0.0081477210656075,0.0081477210656075,0.6113545778125742,0.8516902944383861
360050133002,-0.0011184141659916,0.0011184141659916,0.9413268626505326,0.1677571792075609
360050372002,-0.0018378985872085,0.0018378985872085,0.8885145077640606,0.2751726644856416
360050155001,-0.0076407989979429,0.0076407989979429,0.6732888169306112,0.8253362413667757
360050372001,-0.0028861154194563,0.0028861154194563,0.6832399984314104,0.4098509632860778
360050371002,0.0033914628843329,0.0033914628843329,1.3062799003220158,0.47746274082151946
360050369021,-0.005143892619882,0.005143892619882,0.5991950392483462,0.6468556888404217
360050077001,-0.00231951983982,0.00231951983982,0.9037858508662556,0.3360596146855689
360050516003,-0.0046472451751176,0.0046472451751176,0.5995437125327503,0.6032351872046529
360050020003,-0.0121468502602892,0.0121468502602892,0.6655184732332986,0.965285350781534
360050023002,0.0008595982558349,0.0008595982558349,1.13297782297154,0.12995274445656124
360050387002,0.0020827961442542,0.0020827961442542,1.4117883117670478,0.3044347509996365
360050151001,-0.0009073631472321,0.0009073631472321,0.8966612171639835,0.1375863322428208
360050224011,-0.0033553018928611,0.0033553018928611,0.7800740994530035,0.4714649218466012
360050460001,-0.003808999283476,0.003808999283476,0.8573191527852926,0.5207197382769901
360050328002,-0.0024574735181316,0.0024574735181316,0.8371570472281682,0.3549618320610687
360050279003,-0.0032391318353823,0.0032391318353823,0.837236298902232,0.45656125045438023
360050314001,-0.002562751765194,0.002562751765194,0.7971383957927685,0.3687749909123955
360050360003,-0.0085877176679857,0.0085877176679857,0.3820669048851517,0.8696837513631407
360050361002,-0.0106814372566539,0.0106814372566539,0.4852738867326135,0.9380225372591785
360050363005,-0.0033551475959821,0.0033551475959821,0.7746735864567904,0.4712831697564522
360050363006,-0.0063290463202834,0.0063290463202834,0.7132968783220982,0.7444565612504543
360050371003,-0.0041100847922708,0.0041100847922708,0.6671829931206806,0.5517993456924755
360050375042,0.0008459291015958,0.0008459291015958,1.0778067289833604,0.12904398400581607
360050375043,-0.0048527731402294,0.0048527731402294,0.7871229805367077,0.6219556524900036
360050382002,-0.0017717446063172,0.0017717446063172,0.8704197600638094,0.2684478371501272
360050383011,-0.0068178562582145,0.0068178562582145,0.635780089895093,0.7798982188295165
360050383012,-0.0028017266459501,0.0028017266459501,0.8532914504288904,0.40076335877862596
360050383013,-0.0001133016847723,0.0001133016847723,0.9931712646881928,0.01708469647400945
360050383021,-0.0147850732140028,0.0147850732140028,0.5352499520095209,0.9914576517629953
360050389003,-0.0035562009516017,0.0035562009516017,0.7699355217078191,0.494910941475827
360050395001,-0.0029777561462772,0.0029777561462772,0.8178043645892363,0.4223918575063613
360050395002,0.0018274063994339,0.0018274063994339,1.2168785649812135,0.2733551435841512
360050395003,-9.457236752264364e-05,9.457236752264364e-05,0.9933366554067088,0.012904398400581607
360050398003,-0.0029808104498603,0.0029808104498603,0.688598743517147,0.4229371137768084
360050405011,-0.0007833872169177,0.0007833872169177,0.9658475421048084,0.11795710650672482
360050338003,-0.0057393694767868,0.0057393694767868,0.4436847574208421,0.7006543075245365
360050338004,-0.007438974157928,0.007438974157928,0.6455613220473253,0.8131588513267902
360050340004,-0.0087476408980067,0.0087476408980067,0.4157679864172197,0.876045074518357
360050342002,0.0002667128118761,0.0002667128118761,1.0225691341229632,0.037804434750999635
360050343002,-0.0046223756167041,0.0046223756167041,0.4656507896734805,0.6017811704834606
360050344002,-0.0033542218147078,0.0033542218147078,0.7357235178639909,0.4709196655761541
360050345003,-0.002383173436649,0.002383173436649,0.6576176455490581,0.34314794620138134
360050351003,-0.0073240068414839,0.0073240068414839,0.4936645403891311,0.8075245365321702
360050356002,0.0042079567891393,0.0042079567891393,1.5469672233392129,0.5607051981097783
360050324002,-0.0042109200638387,0.0042109200638387,0.6849456997849606,0.5616139585605234
360050248002,-0.0036320123678771,0.0036320123678771,0.7238639082794808,0.5043620501635769
360050194001,-0.0053036931870216,0.0053036931870216,0.8081246476932743,0.6603053435114504
360050235021,-0.0090116396340555,0.0090116396340555,0.6360088633439999,0.8874954561977463
360050115022,0.0016886496027295,0.0016886496027295,1.1100869574804546,0.25808796801163214
360050135003,-0.0007925817616647,0.0007925817616647,0.952602148717184,0.11922937113776809
360050160001,0.0037826461511582,0.0037826461511582,1.1731130568301855,0.5174482006543075
360050373002,-0.0084970343564366,0.0084970343564366,0.6299455823992428,0.8658669574700109
360050092003,-0.0009887292511528,0.0009887292511528,0.9497200218580842,0.14830970556161396
360050048001,-0.0068137218764781,0.0068137218764781,0.7027966557546139,0.7791712104689203
360050098004,-0.0037018378398676,0.0037018378398676,0.652718321183105,0.5109051254089422
360050025002,-0.0009147377634283,0.0009147377634283,0.9254289472123508,0.13831334060341693
360050043001,-0.007060965520707,0.007060965520707,0.6633824515010261,0.7928026172300982
360050033002,-0.0026236912861956,0.0026236912861956,0.8464621484106009,0.3782260996001454
360050166002,-6.26367866709953e-05,6.26367866709953e-05,0.9926179659334918,0.009269356597600873
360050516002,-0.0035612611146123,0.0035612611146123,0.7351911013825427,0.49527444565612505
360050071001,-0.0005477752335028,0.0005477752335028,0.9475056323593812,0.08233369683751363
360050425001,0.0012959233671138,0.0012959233671138,1.1575582326365834,0.19883678662304616
360050054001,-0.0032477091926132,0.0032477091926132,0.7342167453845788,0.4574700109051254
360050119002,7.241688493649437e-05,7.241688493649437e-05,1.0069873301718826,0.009996364958197019
360050064001,-0.0028540571757233,0.0028540571757233,0.8334419274983399,0.40621592148309704
360050087001,-0.003120801621597,0.003120801621597,0.8392690102818545,0.4412940748818611
360050363001,-0.0038097391338736,0.0038097391338736,0.7359716300490392,0.5209014903671392
360050429022,-0.0049374705074936,0.0049374705074936,0.6354216154183097,0.6294074881861141
360050083001,-0.0012267467166371,0.0012267467166371,0.8752321770064698,0.18702290076335878
360050141001,0.0003176546697379,0.0003176546697379,1.0186019475902433,0.04780079970919666
360050323001,-0.0026904308206053,0.0026904308206053,0.6298159239486101,0.3865866957470011
360050318002,-0.0073890807442219,0.0073890807442219,0.4977822242292629,0.8104325699745547
360050421003,-0.0046182412349677,0.0046182412349677,0.6408145476205068,0.6010541621228644
360050215021,-0.0018312954554075,0.0018312954554075,0.8765231018076831,0.2740821519447474
360050237021,0.0024036910484519,0.0024036910484519,1.1664479534210266,0.34714649218466015
360050224043,-0.010111910036316,0.010111910036316,0.6487414270820412,0.9242093784078517
360050229021,-0.0021273524351893,0.0021273524351893,0.871783665670747,0.3104325699745547
360050252001,-0.0045430470062085,0.0045430470062085,0.7267726610682043,0.594147582697201
